Line Scheme	Meter Scheme	PoemID	Poet	Title	Year	constraint_SUM_VIOL	constraint_footmin-no-s-unless-preceded-by-ww	constraint_footmin-none	constraint_posthoc-no-final-ww	constraint_posthoc-standardize-weakpos	constraint_strength.s=>-u	constraint_strength.w=>-p	constraint_stress.s=>-u	constraint_stress.w=>-p	constraint_word-elision	line	line_is_in_nonbounded_parses	line_iscorrect	line_iscorrect_dummy	line_iscorrect_dummy_iambic	line_iscorrect_human2	line_num	meter_info	num_sylls	num_sylls_correct	num_sylls_correct_control	num_sylls_correct_control_iambic	num_sylls_correct_human2	parse	parse_comp	parse_human	parse_human2	parse_str_compu	parse_str_human	parse_str_stress	parses_comp_nonbounded	perc_sylls_correct	perc_sylls_correct_control	perc_sylls_correct_control_iambic	perc_sylls_correct_human2	prosody_ipa	prosody_stress
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	4.0	0	1.0	0	1.0	0	0	0	2.0	0	Rode the six hundred.	1	1	1	0	1	(17, 2)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	5	5	5	3	5	swwsw	swwsw	swwsw	swwsw	RODE  the  six  HUN  dred	RODE  the  six  HUN  dred	RODE  the  SIX  HUN  dred	swwsw | wswsw | swwss | swsws | swssw	1.0	1.0	0.6	1.0	`roʊd ðə `sɪks `hən.drəd	P U P PU
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	4.0	0	1.0	0	1.0	0	0	2.0	0	0	Cannon to right of them,	1	0	1	0	1	(18, 3)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	5	6	3	6	swwsww	swwsws	swwsww	swwsww	CAN  non  to  RIGHT  of  THEM	CAN  non  to  RIGHT  of  them	CAN  non  to  RIGHT  of  them	swwsws | swwsww | swswsw | wswsww	0.833333333333	1.0	0.5	1.0	`kæ.nən tuː `raɪt ʌv ðɛm	PU U P U U
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	4.0	0	1.0	0	1.0	0	0	2.0	0	0	Cannon to left of them,	1	0	1	0	1	(19, 3)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	5	6	3	6	swwsww	swwsws	swwsww	swwsww	CAN  non  to  LEFT  of  THEM	CAN  non  to  LEFT  of  them	CAN  non  to  LEFT  of  them	swwsws | swwsww | swswsw | wswsww	0.833333333333	1.0	0.5	1.0	`kæ.nən tuː `lɛft ʌv ðɛm	PU U P U U
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	4.0	0	1.0	0	1.0	0	0	2.0	0	0	Cannon in front of them	1	0	1	0	1	(20, 3)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	5	6	3	6	swwsww	swwsws	swwsww	swwsww	CAN  non  in  FRONT  of  THEM	CAN  non  in  FRONT  of  them	CAN  non  in  FRONT  of  them	swwsws | swwsww | swswsw | swssws	0.833333333333	1.0	0.5	1.0	`kæ.nən ɪn `frʌnt ʌv ðɛm	PU U P U U
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	2.0	0	1.0	0	1.0	0	0	0	0	0	Volley'd and thunder'd;	1	1	1	0	1	(21, 3)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	5	5	5	3	5	swwsw	swwsw	swwsw	swwsw	VOL  ley'd  and  THUN  der'd	VOL  ley'd  and  THUN  der'd	VOL  ley'd  and  THUN  der'd	swwsw | swwss | wswsw | swssw	1.0	1.0	0.6	1.0	`vɑ.liːd ænd `θʌn.dɛːd	PU U PU
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	2.0	0	0	0	0	0	0	0	2.0	0	Storm'd at with shot and shell,	1	0	0	0	0	(22, 3)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	4	5	4	5	swwsws	wswsws	swwsws	swwsww	storm'd  AT  with  SHOT  and  SHELL	STORM'D  at  with  SHOT  and  SHELL	STORM'D  AT  with  SHOT  and  SHELL	wswsws | swwsws | sswsws	0.666666666667	0.833333333333	0.666666666667	0.833333333333	`stɔːrmd `æt wɪð `ʃɑt ænd `ʃɛl	P P U P U P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	2.0	0	1.0	0	1.0	0	0	0	0	0	Boldly they rode and well,	1	1	0	0	0	(23, 3)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	6	5	4	5	swwsws	swwsws	swwsws	swwsww	BOLD  ly  they  RODE  and  WELL	BOLD  ly  they  RODE  and  WELL	BOLD  ly  THEY  RODE  and  WELL	swwsws | swswsw | swwsww | wswsws | swssws	1.0	0.833333333333	0.666666666667	0.833333333333	`boʊld.liː `ðeɪ `roʊd ænd `wɛl	PU P P U P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	0	0	0	0	0	Into the jaws of Death,	0	0	0	0	0	(24, 3)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	4	5	4	5	swwsws	wswsws	swwsws	swwsww	in  TO  the  JAWS  of  DEATH	IN  to  the  JAWS  of  DEATH	in  TO  the  JAWS  of  DEATH	wswsws	0.666666666667	0.833333333333	0.666666666667	0.833333333333	ɪn.`tuː ðə `ʤɔːz ʌv `dɛθ	UP U P U P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	0	0	0	0	0	Into the mouth of Hell	0	0	0	0	0	(25, 3)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	4	5	4	5	swwsws	wswsws	swwsws	swwsww	in  TO  the  MOUTH  of  HELL	IN  to  the  MOUTH  of  HELL	in  TO  the  MOUTH  of  HELL	wswsws	0.666666666667	0.833333333333	0.666666666667	0.833333333333	ɪn.`tuː ðə `maʊθ ʌv `hɛl	UP U P U P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	4.0	0	1.0	0	1.0	0	0	0	2.0	0	Rode the six hundred.	1	1	1	0	1	(26, 3)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	5	5	5	3	5	swwsw	swwsw	swwsw	swwsw	RODE  the  six  HUN  dred	RODE  the  six  HUN  dred	RODE  the  SIX  HUN  dred	swwsw | wswsw | swwss | swsws | swssw	1.0	1.0	0.6	1.0	`roʊd ðə `sɪks `hən.drəd	P U P PU
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	2.0	0	0	0	0	0	0	0	2.0	0	Flash'd all their sabres bare,	1	0	0	0	0	(27, 4)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	4	5	4	5	swwsws	wswsws	swwsws	swwsww	flash'd  ALL  their  SAB  res  BARE	FLASH'D  all  their  SAB  res  BARE	FLASH'D  ALL  their  SAB  res  BARE	wswsws | swwsws | sswsws	0.666666666667	0.833333333333	0.666666666667	0.833333333333	`flæʃd `ɔːl ðɛr `seɪ.bɛːz `bɛr	P P U PU P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	2.0	0	1.0	0	1.0	0	0	0	0	0	Flash'd as they turn'd in air	1	1	0	0	0	(28, 4)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	6	5	4	5	swwsws	swwsws	swwsws	swwsww	FLASH'D  as  they  TURN'D  in  AIR	FLASH'D  as  they  TURN'D  in  AIR	FLASH'D  as  THEY  TURN'D  in  AIR	swwsws | swswsw | wswsws | swwsww | swssws	1.0	0.833333333333	0.666666666667	0.833333333333	`flæʃd æz `ðeɪ `tɛːnd ɪn `ɛr	P U P P U P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	3.0	0	1.0	0	1.0	0	0	0	0	1.0	Sabring the gunners there,	1	0	0	0	0	(29, 4)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	5	5	3	5	swwsws	swwsw	swwsws	swwsww	SAB  ring  the  GUNNERS  there	SAB  ring  the  GUNNERS  there	SAB  ring  the  GUNNERS  there	swwsw | swwsws | swwsww | swwss | swsws | wswsw | swswsw | wswsws | wswsww | swssw	0.833333333333	0.833333333333	0.5	0.833333333333	`sæ.bɹɪŋ ðə `gə.nɛːz ðɛr	PU U PU U
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	2.0	0	1.0	0	1.0	0	0	0	0	0	Charging an army, while	1	0	1	0	1	(30, 4)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	5	6	3	6	swwsww	swwsws	swwsww	swwsww	CHARG  ing  an  AR  my  WHILE	CHARG  ing  an  AR  my  while	CHARG  ing  an  AR  my  WHILE	swwsws | swwsww | wswsws	0.833333333333	1.0	0.5	1.0	`ʧɑr.ʤɪŋ æn `ɑr.miː `waɪl	PU U PU P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	3.0	0	2.0	0	1.0	0	0	0	0	0	All the world wonder'd:	1	0	1	0	1	(31, 4)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	5	3	5	3	5	swwsw	wwssw	swwsw	swwsw	all  the  WORLD  WON  der'd	ALL  the  world  WON  der'd	ALL  the  WORLD  WON  der'd	wwssw | swwsw | wswsw | wwsww | swssw	0.6	1.0	0.6	1.0	`ɔːl ðə `wɛːld `wʌn.dɛːd	P U P PU
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	2.0	0	2.0	0	0	0	0	0	0	0	Plunged in the battery-smoke	1	1	1	0	0	(32, 4)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	7	7	7	3	6	swwswws	swwswws	swwswws	swwsww	PLUNGED  in  the  BA  tt  ery  SMOKE	PLUNGED  in  the  BA  tt  ery  SMOKE	PLUNGED  in  the  BA  tt  ery  SMOKE	swwswws | wswswws | wswswsw | swswsws | sswswsw | wswswss	1.0	1.0	0.428571428571	0.857142857143	`plʌnʤd ɪn ðə `bæ.tɛː.iː `smoʊk	P U U PUU P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	2.0	0	0	0	0	0	0	0	2.0	0	Right thro' the line they broke;	0	0	0	0	0	(33, 4)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	4	5	4	5	swwsws	wswsws	swwsws	swwsww	right  THRO  the  LINE  they  BROKE	RIGHT  thro  the  LINE  they  BROKE	RIGHT  THRO  the  LINE  THEY  BROKE	wswsws | sswsws	0.666666666667	0.833333333333	0.666666666667	0.833333333333	`raɪt `θɹəʊ ðə `laɪn `ðeɪ `broʊk	P P U P P P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	2.0	0	1.0	0	1.0	0	0	0	0	0	Cossack and Russian	1	1	1	0	1	(34, 4)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	5	5	5	3	5	swwsw	swwsw	swwsw	swwsw	COS  sack  and  RUS  sian	COS  sack  and  RUS  sian	COS  sack  and  RUS  sian	swwsw | swwss | wswsw | swssw	1.0	1.0	0.6	1.0	`kɔː.sək ænd `rə.ʃən	PU U PU
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	2.0	0	1.0	0	1.0	0	0	0	0	0	Reel'd from the sabre-stroke	1	1	0	0	0	(35, 4)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	6	5	4	5	swwsws	swwsws	swwsws	swwsww	REEL'D  from  the  SAB  re  STROKE	REEL'D  from  the  SAB  re  STROKE	REEL'D  from  the  SAB  re  STROKE	swwsws | wswsws | swwsww	1.0	0.833333333333	0.666666666667	0.833333333333	`riːld frʌm ðə `seɪ.bɛː `stroʊk	P U U PU P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	2.0	0	1.0	0	1.0	0	0	0	0	0	Shatter'd and sunder'd.	1	1	1	0	1	(36, 4)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	5	5	5	3	5	swwsw	swwsw	swwsw	swwsw	SHAT  ter'd  and  SUN  der'd	SHAT  ter'd  and  SUN  der'd	SHAT  ter'd  and  SUN  der'd	swwsw | swwss | wswsw | swssw	1.0	1.0	0.6	1.0	`ʃæ.tɛːd ænd `sən.dɛːd	PU U PU
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	2.0	0	0	0	0	0	0	0	2.0	0	Then they rode back, but not	0	0	0	0	0	(37, 4)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	4	5	4	5	swwsws	wswsws	swwsws	swwsww	then  THEY  rode  BACK  but  NOT	THEN  they  rode  BACK  but  NOT	THEN  THEY  RODE  BACK  but  NOT	wswsws | wwssws | wwssww | swssws	0.666666666667	0.833333333333	0.666666666667	0.833333333333	`ðɛn `ðeɪ `roʊd `bæk bət `nɑt	P P P P U P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	3.0	0	2.0	0	1.0	0	0	0	0	0	Not the six hundred.	1	0	1	0	1	(38, 4)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	5	3	5	3	5	swwsw	wwssw	swwsw	swwsw	not  the  SIX  HUN  dred	NOT  the  six  HUN  dred	NOT  the  SIX  HUN  dred	wwssw | swwsw | wswsw | wwsww | swssw	0.6	1.0	0.6	1.0	`nɑt ðə `sɪks `hən.drəd	P U P PU
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	4.0	0	1.0	0	1.0	0	0	2.0	0	0	Cannon to right of them,	1	0	1	0	1	(39, 5)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	5	6	3	6	swwsww	swwsws	swwsww	swwsww	CAN  non  to  RIGHT  of  THEM	CAN  non  to  RIGHT  of  them	CAN  non  to  RIGHT  of  them	swwsws | swwsww | swswsw | wswsww	0.833333333333	1.0	0.5	1.0	`kæ.nən tuː `raɪt ʌv ðɛm	PU U P U U
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	4.0	0	1.0	0	1.0	0	0	2.0	0	0	Cannon to left of them,	1	0	1	0	1	(40, 5)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	5	6	3	6	swwsww	swwsws	swwsww	swwsww	CAN  non  to  LEFT  of  THEM	CAN  non  to  LEFT  of  them	CAN  non  to  LEFT  of  them	swwsws | swwsww | swswsw | wswsww	0.833333333333	1.0	0.5	1.0	`kæ.nən tuː `lɛft ʌv ðɛm	PU U P U U
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	2.0	0	1.0	0	1.0	0	0	0	0	0	Cannon behind them	1	1	1	0	1	(41, 5)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	5	5	5	3	5	swwsw	swwsw	swwsw	swwsw	CAN  non  be  HIND  them	CAN  non  be  HIND  them	CAN  non  be  HIND  them	swwsw | swwss | wswsw | swssw	1.0	1.0	0.6	1.0	`kæ.nən bɪ.`haɪnd ðɛm	PU UP U
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	2.0	0	1.0	0	1.0	0	0	0	0	0	Volley'd and thunder'd;	1	1	1	0	1	(42, 5)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	5	5	5	3	5	swwsw	swwsw	swwsw	swwsw	VOL  ley'd  and  THUN  der'd	VOL  ley'd  and  THUN  der'd	VOL  ley'd  and  THUN  der'd	swwsw | swwss | wswsw | swssw	1.0	1.0	0.6	1.0	`vɑ.liːd ænd `θʌn.dɛːd	PU U PU
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	2.0	0	0	0	0	0	0	0	2.0	0	Storm'd at with shot and shell,	1	0	0	0	0	(43, 5)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	4	5	4	5	swwsws	wswsws	swwsws	swwsww	storm'd  AT  with  SHOT  and  SHELL	STORM'D  at  with  SHOT  and  SHELL	STORM'D  AT  with  SHOT  and  SHELL	wswsws | swwsws | sswsws	0.666666666667	0.833333333333	0.666666666667	0.833333333333	`stɔːrmd `æt wɪð `ʃɑt ænd `ʃɛl	P P U P U P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	0	0	0	0	0	While horse and hero fell,	1	1	0	1	0	(44, 5)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	6	3	6	3	wswsws	wswsws	wswsws	swwsww	while  HORSE  and  HE  ro  FELL	while  HORSE  and  HE  ro  FELL	WHILE  HORSE  and  HE  ro  FELL	wswsws	1.0	0.5	1.0	0.5	`waɪl `hɔːrs ænd `hɪ.roʊ `fɛl	P P U PU P
